rows_ciphs_distribution,v-score,r-score,num of good files
1000000_200_lin-zipf,0.1163464941069936,0.11119599312559089,10
1000000_200_lin-lin,0.10408974759056963,0.036110259599238165,10
1000000_200_zipf-zipf,0.1012827166376643,0.8658659259808621,10
1000000_200_lin-slin,0.08014543067816007,0.03611894654601826,10




1000000_10_lin-invlin,1.0,1.0,10
1000000_10_lin-randlin,1.0,1.0,10
1000000_10_zipf-invzipf,1.0,1.0,10
1000000_10_zipf-randzipf,0.925,0.9756520883522682,10
1000000_10_zipf-zipf,0.6,0.9277170332684932,10
1000000_100_zipf-randzipf,0.6410819906284057,0.9243237003718437,10
1000000_50_zipf-zipf,0.2931476458103397,0.8993867305975517,10
1000000_50_zipf-randzipf,0.7444124207583965,0.8974533967405998,10
1000000_200_zipf-zipf,0.1012827166376643,0.8658659259808621,10
1000000_100_zipf-zipf,0.19022334739608943,0.8645541326981906,10
1000000_50_zipf-invzipf,0.6470369482156351,0.7728257187088504,10
1000000_10_lin-zipf,0.75,0.7497356664813595,10
1000000_200_zipf-randzipf,0.34032414475669465,0.7417950077348867,10
1000000_50_lin-invlin,0.7338543525307504,0.7177178589153199,10
1000000_50_lin-randlin,0.6691641886820558,0.6174907714629579,10
1000000_10_lin-slin,0.7305555555555555,0.5986425021026085,10
1000000_100_zipf-invzipf,0.34625363704153916,0.573342131930839,10
1000000_10_lin-lin,0.6638888888888889,0.4913248548015693,10
1000000_200_zipf-invzipf,0.17813491081081612,0.4418882230441728,10
1000000_100_lin-randlin,0.47032607804914484,0.4332572388672464,10
1000000_100_lin-invlin,0.4267322097378277,0.42818987930881536,10
1000000_50_lin-zipf,0.4259295699316783,0.3932583023016477,10
1000000_200_lin-randlin,0.25990298291169717,0.2540490156671932,10
1000000_100_lin-zipf,0.2311521650499931,0.21068454223305086,10
1000000_200_lin-invlin,0.12266140984144833,0.1294804979090378,10
1000000_200_lin-zipf,0.1163464941069936,0.11119599312559089,10
1000000_50_lin-lin,0.2682677271049364,0.09488571938001328,10
1000000_100_lin-lin,0.17773321600042905,0.07312219462246647,10
1000000_50_lin-slin,0.2273459059758352,0.07096108853897505,10
1000000_100_lin-slin,0.14934332138271464,0.058287092842031374,10
1000000_200_lin-slin,0.08014543067816007,0.03611894654601826,10
1000000_200_lin-lin,0.10408974759056963,0.036110259599238165,10




1000000_10_lin-invlin,1.0,1.0,10
1000000_10_lin-randlin,1.0,1.0,10
1000000_10_zipf-invzipf,1.0,1.0,10
1000000_10_zipf-randzipf,0.925,0.9756520883522682,10
1000000_50_zipf-randzipf,0.7444124207583965,0.8974533967405998,10
1000000_100_zipf-randzipf,0.6410819906284057,0.9243237003718437,10
1000000_10_zipf-zipf,0.6,0.9277170332684932,10
1000000_10_lin-zipf,0.75,0.7497356664813595,10
1000000_50_lin-invlin,0.7338543525307504,0.7177178589153199,10
1000000_50_zipf-invzipf,0.6470369482156351,0.7728257187088504,10
1000000_10_lin-slin,0.7305555555555555,0.5986425021026085,10
1000000_50_lin-randlin,0.6691641886820558,0.6174907714629579,10
1000000_50_zipf-zipf,0.2931476458103397,0.8993867305975517,10
1000000_10_lin-lin,0.6638888888888889,0.4913248548015693,10
1000000_200_zipf-randzipf,0.34032414475669465,0.7417950077348867,10
1000000_100_zipf-zipf,0.19022334739608943,0.8645541326981906,10
1000000_200_zipf-zipf,0.1012827166376643,0.8658659259808621,10
1000000_100_zipf-invzipf,0.34625363704153916,0.573342131930839,10
1000000_100_lin-randlin,0.47032607804914484,0.4332572388672464,10
1000000_100_lin-invlin,0.4267322097378277,0.42818987930881536,10
1000000_50_lin-zipf,0.4259295699316783,0.3932583023016477,10
1000000_200_zipf-invzipf,0.17813491081081612,0.4418882230441728,10
1000000_200_lin-randlin,0.25990298291169717,0.2540490156671932,10
1000000_100_lin-zipf,0.2311521650499931,0.21068454223305086,10
1000000_50_lin-lin,0.2682677271049364,0.09488571938001328,10
1000000_50_lin-slin,0.2273459059758352,0.07096108853897505,10
1000000_200_lin-invlin,0.12266140984144833,0.1294804979090378,10
1000000_100_lin-lin,0.17773321600042905,0.07312219462246647,10
1000000_200_lin-zipf,0.1163464941069936,0.11119599312559089,10
1000000_100_lin-slin,0.14934332138271464,0.058287092842031374,10
1000000_200_lin-lin,0.10408974759056963,0.036110259599238165,10
1000000_200_lin-slin,0.08014543067816007,0.03611894654601826,10




