rows_ciphs_distribution,v-score,r-score,num of good files
1000000_100_lin-slin,0.31500470401062125,0.2151985298044014,10
1000000_200_zipf-zipf,0.2898629504489039,0.9833623056180268,10
1000000_200_lin-lin,0.23573453548959714,0.11531843338390005,10
1000000_500_zipf-invzipf,0.18275924771466917,0.606542392213675,10
1000000_200_lin-slin,0.15878447724923214,0.1038874842885195,10
1000000_500_zipf-zipf,0.13721231996603453,0.9857160494244527,10
1000000_500_lin-zipf,0.12705596602629904,0.12821072083433985,10
1000000_500_lin-invlin,0.11876625319104792,0.11088207548051535,10
1000000_500_lin-lin,0.0883235369218062,0.02942957888866158,10
1000000_500_lin-slin,0.060800096545118656,0.029854097286746407,10




1000000_10_lin-lin,1.0,1.0,10
1000000_10_lin-slin,1.0,1.0,10
1000000_10_lin-invlin,1.0,1.0,10
1000000_10_lin-randlin,1.0,1.0,10
1000000_10_lin-zipf,1.0,1.0,10
1000000_10_zipf-zipf,1.0,1.0,10
1000000_10_zipf-randzipf,1.0,1.0,10
1000000_10_zipf-invzipf,1.0,1.0,10
1000000_50_lin-randlin,0.9538336693243104,0.9992657988093677,10
1000000_50_zipf-randzipf,0.9626962168266516,0.9935813559116257,10
1000000_50_zipf-zipf,0.7379230725602517,0.9929780582082464,10
1000000_100_zipf-randzipf,0.874424956866789,0.9928940185994535,10
1000000_500_zipf-zipf,0.13721231996603453,0.9857160494244527,10
1000000_200_zipf-zipf,0.2898629504489039,0.9833623056180268,10
1000000_100_zipf-zipf,0.42026493146793503,0.982450567515768,10
1000000_50_lin-invlin,0.9240879852458278,0.9782120761872802,10
1000000_200_zipf-randzipf,0.706427166952763,0.9620272505522045,10
1000000_50_zipf-invzipf,0.8840298931603883,0.9562216729729898,10
1000000_500_zipf-randzipf,0.5196219082491413,0.9554120708954879,10
1000000_100_lin-randlin,0.8594602102384654,0.879138121015818,10
1000000_50_lin-zipf,0.822615485361543,0.8398581219571154,10
1000000_100_zipf-invzipf,0.6042158456649903,0.8218865966268447,10
1000000_200_lin-randlin,0.7586768205986647,0.761082020153486,10
1000000_200_zipf-invzipf,0.40294824745126967,0.7314409974076161,10
1000000_500_zipf-invzipf,0.18275924771466917,0.606542392213675,10
1000000_100_lin-invlin,0.5283849733287935,0.5757065067570284,10
1000000_50_lin-lin,0.7035528037853618,0.5707439835989664,10
1000000_500_lin-randlin,0.5714386491841004,0.5534012356820112,10
1000000_100_lin-zipf,0.4687885117758969,0.48009456820008783,10
1000000_50_lin-slin,0.6207264760854245,0.459071177124609,10
1000000_200_lin-zipf,0.323220586783043,0.34129392139731757,10
1000000_200_lin-invlin,0.33331365513160777,0.3284293028788367,10
1000000_100_lin-lin,0.3899020176041827,0.2667446792631238,10
1000000_100_lin-slin,0.31500470401062125,0.2151985298044014,10
1000000_500_lin-zipf,0.12705596602629904,0.12821072083433985,10
1000000_200_lin-lin,0.23573453548959714,0.11531843338390005,10
1000000_500_lin-invlin,0.11876625319104792,0.11088207548051535,10
1000000_200_lin-slin,0.15878447724923214,0.1038874842885195,10
1000000_500_lin-slin,0.060800096545118656,0.029854097286746407,10
1000000_500_lin-lin,0.0883235369218062,0.02942957888866158,10




1000000_10_lin-lin,1.0,1.0,10
1000000_10_lin-slin,1.0,1.0,10
1000000_10_lin-invlin,1.0,1.0,10
1000000_10_lin-randlin,1.0,1.0,10
1000000_10_lin-zipf,1.0,1.0,10
1000000_10_zipf-zipf,1.0,1.0,10
1000000_10_zipf-randzipf,1.0,1.0,10
1000000_10_zipf-invzipf,1.0,1.0,10
1000000_50_zipf-randzipf,0.9626962168266516,0.9935813559116257,10
1000000_50_lin-randlin,0.9538336693243104,0.9992657988093677,10
1000000_50_lin-invlin,0.9240879852458278,0.9782120761872802,10
1000000_100_zipf-randzipf,0.874424956866789,0.9928940185994535,10
1000000_50_zipf-invzipf,0.8840298931603883,0.9562216729729898,10
1000000_100_lin-randlin,0.8594602102384654,0.879138121015818,10
1000000_50_zipf-zipf,0.7379230725602517,0.9929780582082464,10
1000000_200_zipf-randzipf,0.706427166952763,0.9620272505522045,10
1000000_50_lin-zipf,0.822615485361543,0.8398581219571154,10
1000000_200_lin-randlin,0.7586768205986647,0.761082020153486,10
1000000_500_zipf-randzipf,0.5196219082491413,0.9554120708954879,10
1000000_100_zipf-invzipf,0.6042158456649903,0.8218865966268447,10
1000000_100_zipf-zipf,0.42026493146793503,0.982450567515768,10
1000000_50_lin-lin,0.7035528037853618,0.5707439835989664,10
1000000_200_zipf-zipf,0.2898629504489039,0.9833623056180268,10
1000000_200_zipf-invzipf,0.40294824745126967,0.7314409974076161,10
1000000_500_lin-randlin,0.5714386491841004,0.5534012356820112,10
1000000_500_zipf-zipf,0.13721231996603453,0.9857160494244527,10
1000000_100_lin-invlin,0.5283849733287935,0.5757065067570284,10
1000000_50_lin-slin,0.6207264760854245,0.459071177124609,10
1000000_100_lin-zipf,0.4687885117758969,0.48009456820008783,10
1000000_500_zipf-invzipf,0.18275924771466917,0.606542392213675,10
1000000_200_lin-zipf,0.323220586783043,0.34129392139731757,10
1000000_200_lin-invlin,0.33331365513160777,0.3284293028788367,10
1000000_100_lin-lin,0.3899020176041827,0.2667446792631238,10
1000000_100_lin-slin,0.31500470401062125,0.2151985298044014,10
1000000_200_lin-lin,0.23573453548959714,0.11531843338390005,10
1000000_200_lin-slin,0.15878447724923214,0.1038874842885195,10
1000000_500_lin-zipf,0.12705596602629904,0.12821072083433985,10
1000000_500_lin-invlin,0.11876625319104792,0.11088207548051535,10
1000000_500_lin-lin,0.0883235369218062,0.02942957888866158,10
1000000_500_lin-slin,0.060800096545118656,0.029854097286746407,10




