rows_ciphs_distribution,v-score,r-score,num of good files
1000000_10_lin-zipf,1.0,1.0,10
1000000_10_zipf-zipf,1.0,1.0,10
1000000_10_zipf-randzipf,1.0,1.0,10
1000000_10_zipf-invzipf,1.0,1.0,10
1000000_10_lin-lin,0.8305555555555555,0.6306143165856831,10
1000000_100_lin-randlin,0.793768839847822,0.78622518451231,10
1000000_10_lin-slin,0.7305555555555555,0.5986425021026085,10
1000000_50_zipf-randzipf,0.7241504512549841,0.9049823235396051,10
1000000_50_lin-randlin,0.6775401900047391,0.7440857601130151,10
1000000_100_zipf-randzipf,0.6723551740519282,0.9235925264989646,10
1000000_200_lin-randlin,0.5757240373294273,0.5201172294914265,10
1000000_50_lin-zipf,0.500111934046921,0.515627487890298,10
1000000_50_zipf-invzipf,0.49018536691792525,0.702055463685825,10
1000000_200_zipf-randzipf,0.4853359060244988,0.8812586902340156,10
1000000_100_zipf-invzipf,0.435536670745829,0.7044474866329218,10
1000000_50_zipf-zipf,0.3902580328596291,0.9729060184568583,10
1000000_50_lin-invlin,0.377370863508914,0.3825876225850193,10
1000000_50_lin-lin,0.35959025470653383,0.31838862455675726,10
1000000_500_zipf-randzipf,0.3584162176883356,0.9147948193591695,10
1000000_500_lin-randlin,0.32499986386679935,0.2729840577762808,10
1000000_50_lin-slin,0.3196071432219056,0.24523522860116248,10
1000000_100_lin-invlin,0.27674072182499143,0.28906779604773253,10
1000000_200_zipf-invzipf,0.2505381661815457,0.5865715727548342,10
1000000_100_zipf-zipf,0.23350262196269153,0.9601110188840943,10
1000000_200_lin-invlin,0.2073159236918654,0.202711761870064,10
1000000_100_lin-slin,0.19453641141449332,0.11111970842166186,10
1000000_100_lin-zipf,0.1867650489993631,0.18212397166216646,10
1000000_200_lin-zipf,0.17131810806680697,0.17123463387106785,10
1000000_100_lin-lin,0.16329988687712493,0.09757253543752607,10
1000000_200_lin-lin,0.1373954944437902,0.056898887808190114,10
1000000_200_zipf-zipf,0.13671709375742733,0.9612550219937104,10
1000000_500_zipf-invzipf,0.10835839656860777,0.4760413761285632,10
1000000_200_lin-slin,0.0977660417993366,0.045732926503285524,10
1000000_500_lin-zipf,0.08995802137587088,0.089039505232563,10
1000000_500_lin-invlin,0.07857561804906699,0.0771216395324951,10
1000000_500_zipf-zipf,0.07477536861500193,0.9663455893241505,10
1000000_500_lin-lin,0.05138902060694447,0.01621236271600466,10
1000000_500_lin-slin,0.03971474282369731,0.01453016622752391,10




1000000_10_lin-invlin,1.0,1.0,10
1000000_10_lin-randlin,1.0,1.0,10
1000000_10_lin-zipf,1.0,1.0,10
1000000_10_zipf-zipf,1.0,1.0,10
1000000_10_zipf-randzipf,1.0,1.0,10
1000000_10_zipf-invzipf,1.0,1.0,10
1000000_50_zipf-zipf,0.3902580328596291,0.9729060184568583,10
1000000_500_zipf-zipf,0.07477536861500193,0.9663455893241505,10
1000000_200_zipf-zipf,0.13671709375742733,0.9612550219937104,10
1000000_100_zipf-zipf,0.23350262196269153,0.9601110188840943,10
1000000_100_zipf-randzipf,0.6723551740519282,0.9235925264989646,10
1000000_500_zipf-randzipf,0.3584162176883356,0.9147948193591695,10
1000000_50_zipf-randzipf,0.7241504512549841,0.9049823235396051,10
1000000_200_zipf-randzipf,0.4853359060244988,0.8812586902340156,10
1000000_100_lin-randlin,0.793768839847822,0.78622518451231,10
1000000_50_lin-randlin,0.6775401900047391,0.7440857601130151,10
1000000_100_zipf-invzipf,0.435536670745829,0.7044474866329218,10
1000000_50_zipf-invzipf,0.49018536691792525,0.702055463685825,10
1000000_10_lin-lin,0.8305555555555555,0.6306143165856831,10
1000000_10_lin-slin,0.7305555555555555,0.5986425021026085,10
1000000_200_zipf-invzipf,0.2505381661815457,0.5865715727548342,10
1000000_200_lin-randlin,0.5757240373294273,0.5201172294914265,10
1000000_50_lin-zipf,0.500111934046921,0.515627487890298,10
1000000_500_zipf-invzipf,0.10835839656860777,0.4760413761285632,10
1000000_50_lin-invlin,0.377370863508914,0.3825876225850193,10
1000000_50_lin-lin,0.35959025470653383,0.31838862455675726,10
1000000_100_lin-invlin,0.27674072182499143,0.28906779604773253,10
1000000_500_lin-randlin,0.32499986386679935,0.2729840577762808,10
1000000_50_lin-slin,0.3196071432219056,0.24523522860116248,10
1000000_200_lin-invlin,0.2073159236918654,0.202711761870064,10
1000000_100_lin-zipf,0.1867650489993631,0.18212397166216646,10
1000000_200_lin-zipf,0.17131810806680697,0.17123463387106785,10
1000000_100_lin-slin,0.19453641141449332,0.11111970842166186,10
1000000_100_lin-lin,0.16329988687712493,0.09757253543752607,10
1000000_500_lin-zipf,0.08995802137587088,0.089039505232563,10
1000000_500_lin-invlin,0.07857561804906699,0.0771216395324951,10
1000000_200_lin-lin,0.1373954944437902,0.056898887808190114,10
1000000_200_lin-slin,0.0977660417993366,0.045732926503285524,10
1000000_500_lin-lin,0.05138902060694447,0.01621236271600466,10
1000000_500_lin-slin,0.03971474282369731,0.01453016622752391,10




1000000_10_lin-invlin,1.0,1.0,10
1000000_10_lin-randlin,1.0,1.0,10
1000000_10_lin-zipf,1.0,1.0,10
1000000_10_zipf-zipf,1.0,1.0,10
1000000_10_zipf-randzipf,1.0,1.0,10
1000000_10_zipf-invzipf,1.0,1.0,10
1000000_50_zipf-randzipf,0.7241504512549841,0.9049823235396051,10
1000000_100_zipf-randzipf,0.6723551740519282,0.9235925264989646,10
1000000_100_lin-randlin,0.793768839847822,0.78622518451231,10
1000000_10_lin-lin,0.8305555555555555,0.6306143165856831,10
1000000_50_lin-randlin,0.6775401900047391,0.7440857601130151,10
1000000_200_zipf-randzipf,0.4853359060244988,0.8812586902340156,10
1000000_50_zipf-zipf,0.3902580328596291,0.9729060184568583,10
1000000_10_lin-slin,0.7305555555555555,0.5986425021026085,10
1000000_500_zipf-randzipf,0.3584162176883356,0.9147948193591695,10
1000000_100_zipf-zipf,0.23350262196269153,0.9601110188840943,10
1000000_50_zipf-invzipf,0.49018536691792525,0.702055463685825,10
1000000_100_zipf-invzipf,0.435536670745829,0.7044474866329218,10
1000000_200_zipf-zipf,0.13671709375742733,0.9612550219937104,10
1000000_200_lin-randlin,0.5757240373294273,0.5201172294914265,10
1000000_500_zipf-zipf,0.07477536861500193,0.9663455893241505,10
1000000_50_lin-zipf,0.500111934046921,0.515627487890298,10
1000000_200_zipf-invzipf,0.2505381661815457,0.5865715727548342,10
1000000_50_lin-invlin,0.377370863508914,0.3825876225850193,10
1000000_50_lin-lin,0.35959025470653383,0.31838862455675726,10
1000000_500_lin-randlin,0.32499986386679935,0.2729840577762808,10
1000000_500_zipf-invzipf,0.10835839656860777,0.4760413761285632,10
1000000_100_lin-invlin,0.27674072182499143,0.28906779604773253,10
1000000_50_lin-slin,0.3196071432219056,0.24523522860116248,10
1000000_200_lin-invlin,0.2073159236918654,0.202711761870064,10
1000000_100_lin-zipf,0.1867650489993631,0.18212397166216646,10
1000000_200_lin-zipf,0.17131810806680697,0.17123463387106785,10
1000000_100_lin-slin,0.19453641141449332,0.11111970842166186,10
1000000_100_lin-lin,0.16329988687712493,0.09757253543752607,10
1000000_200_lin-lin,0.1373954944437902,0.056898887808190114,10
1000000_500_lin-zipf,0.08995802137587088,0.089039505232563,10
1000000_500_lin-invlin,0.07857561804906699,0.0771216395324951,10
1000000_200_lin-slin,0.0977660417993366,0.045732926503285524,10
1000000_500_lin-lin,0.05138902060694447,0.01621236271600466,10
1000000_500_lin-slin,0.03971474282369731,0.01453016622752391,10




